Average Salary,Q1 - Which Title Best Fits your Current Role?.1,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q13 - Ethnicity,Q12 - Highest Level of Education,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Unique ID
115.5,Other,37,United States,White or Caucasian,Masters,No,106k-125k,Other,Python,5,4,3,3,3,2,Neither easy nor difficult,Better Salary,Male,62b21d40bae91e4b8b985154
115.5,Other,43,United States,Asian or Asian American,Masters,No,106k-125k,Other,Java,4,4,5,7,5,7,Neither easy nor difficult,Better Salary,Male,62a3951ed8c00e9f541a75d1
115.5,Student/Looking/None,22,India,Asian or Asian American,Bachelors,Yes,106k-125k,Healthcare,Python,7,7,5,5,7,5,Neither easy nor difficult,Remote Work,Male,62a3445dcf255543173011e1
137.5,Data Analyst,25,United States,White or Caucasian,Bachelors,No,125k-150k,Healthcare,R,6,7,6,9,6,9,Neither easy nor difficult,Good Culture,Male,62a4a3d4f8d5efcc22f9a051
137.5,Data Analyst,26,United States,White or Caucasian,Bachelors,No,125k-150k,Finance,Python,5,4,4,6,2,6,Easy,Remote Work,Male,62a38227bae91e4b8b837235
137.5,Data Analyst,26,United States,White or Caucasian,Bachelors,Yes,125k-150k,Other,R,6,7,6,8,5,5,Easy,Better Salary,Male,62b525563f28f20328aeee5c
137.5,Data Analyst,27,United States,Asian or Asian American,Masters,No,125k-150k,Tech,Python,6,4,4,4,2,7,Easy,Better Salary,Female,62a3457bf8d5efcc22f7da17
137.5,Data Analyst,28,United States,Hispanic or Latino,Bachelors,No,125k-150k,Tech,Python,10,10,10,10,6,5,Difficult,Good Work/Life Balance,Male,62a36e470a77c1a77f662470
137.5,Data Analyst,34,Other,Asian or Asian American,Bachelors,Yes,125k-150k,Finance,Python,7,2,4,6,4,8,Easy,Other (Please Specify):Better Tech Stack,Male,62aa95970a77c1a77f709268
137.5,Data Analyst,35,United States,White or Caucasian,Bachelors,Yes,125k-150k,Education,Python,7,9,6,8,7,8,Neither easy nor difficult,Good Culture,Male,62a7b296f8d5efcc22fdc1ef
137.5,Data Engineer,35,United States,Asian or Asian American,"",Yes,125k-150k,Other,Other,5,9,5,10,5,5,Neither easy nor difficult,Remote Work,Male,62a33cd30f8c8599d5af0f8f
137.5,Data Engineer,38,United States,White or Caucasian,Masters,Yes,125k-150k,Healthcare,Python,9,8,5,6,8,3,Neither easy nor difficult,Remote Work,Female,62a3bf1b0a77c1a77f66a347
137.5,Data Engineer,43,United States,White or Caucasian,"",No,125k-150k,Tech,Other,10,9,9,8,9,10,Easy,Better Salary,Male,62a33ee80f8c8599d5af14b7
137.5,Data Scientist,27,India,Other (Please Specify):Indian,Bachelors,Yes,125k-150k,Telecommunication,Python,1,7,3,2,1,4,Neither easy nor difficult,Better Salary,Male,62a35e970a77c1a77f66035a
137.5,Data Scientist,28,United States,White or Caucasian,Masters,Yes,125k-150k,Healthcare,Python,5,5,5,4,4,5,Difficult,Better Salary,Male,62a3906224a262602738c58a
137.5,Data Scientist,32,United States,White or Caucasian,Masters,Yes,125k-150k,Other,Python,7,7,10,6,6,7,Neither easy nor difficult,Remote Work,Female,62a38489cf25554317309145
137.5,Data Scientist,34,United States,Black or African American,Bachelors,Yes,125k-150k,Tech,Python,7,3,4,5,5,3,Easy,Other (Please Specify):Collaboration,Male,62aa121dcec54911e9d446cc
137.5,Data Scientist,35,United States,White or Caucasian,Bachelors,Yes,125k-150k,Finance,Python,8,6,7,9,5,4,Difficult,Good Work/Life Balance,Male,62a48da6b4da29969c64a3a5
137.5,Other,28,United States,White or Caucasian,Bachelors,Yes,125k-150k,Healthcare,Python,8,7,8,7,8,6,Easy,Remote Work,Male,62a609c4bc6861bf317a10a3
137.5,Other,52,United States,White or Caucasian,Bachelors,No,125k-150k,Finance,Other,8,8,8,7,7,8,Easy,Better Salary,Male,62a3582e575fa3a5ae88e506
187.5,Data Analyst,27,United States,Black or African American,Masters,Yes,150k-225k,Education,Other,9,6,7,8,6,9,Neither easy nor difficult,Better Salary,Male,62a373efbc6861bf3177360b
187.5,Data Analyst,28,United States,Asian or Asian American,Bachelors,No,150k-225k,Tech,Python,10,10,8,10,10,10,Easy,Good Work/Life Balance,Male,62a35d95cf25554317304386
187.5,Data Analyst,30,Other,White or Caucasian,High School,Yes,150k-225k,Education,Python,5,7,4,8,7,7,Easy,Remote Work,Male,62a4e4c90f8c8599d5b13d8f
187.5,Data Analyst,33,United States,White or Caucasian,Bachelors,No,150k-225k,Finance,Other,7,7,,7,5,7,Neither easy nor difficult,Good Work/Life Balance,Male,62a367d224a2626027387b56
187.5,Data Engineer,37,Canada,Asian or Asian American,Bachelors,No,150k-225k,Real Estate,Python,3,3,2,4,3,6,Neither easy nor difficult,Good Culture,Male,62a7ed9c0f8c8599d5b57132
187.5,Data Scientist,21,Other,White or Caucasian,Masters,Yes,150k-225k,Finance,Python,3,4,6,7,4,5,Difficult,Good Work/Life Balance,Male,62a34ab15d257a28a30d9589
187.5,Data Scientist,38,United States,White or Caucasian,Masters,No,150k-225k,Other,Python,8,8,7,8,7,7,Neither easy nor difficult,Good Work/Life Balance,Male,62a3dac9f3072dd892631e12
187.5,Data Scientist,42,United States,Asian or Asian American,PhD,Yes,150k-225k,Finance,R,9,8,9,9,8,9,Difficult,Better Salary,Male,62a75a5418134ddc75d3d2f1
187.5,Other,33,United States,White or Caucasian,Masters,No,150k-225k,Tech,R,9,5,7,8,5,10,Neither easy nor difficult,Remote Work,Male,62a353372e54c9003e534a40
187.5,Other,35,Canada,White or Caucasian,"",Yes,150k-225k,Finance,R,7,10,10,10,7,6,Very Easy,Remote Work,Female,62a33c8624a26260273822f9
187.5,Other,38,United States,Hispanic or Latino,"",Yes,150k-225k,Tech,Python,9,10,8,10,8,8,Easy,Good Work/Life Balance,Male,62a340e10a77c1a77f65c2e7
187.5,Other,43,United States,White or Caucasian,Bachelors,No,150k-225k,Other,Python,9,10,10,9,8,8,Neither easy nor difficult,Good Culture,Male,62a48566b4da29969c64995a
187.5,Other,58,United States,White or Caucasian,Masters,No,150k-225k,Finance,Other,9,10,10,8,8,10,Very Easy,Good Culture,Female,62abee280f8c8599d5bc246d
225,Data Engineer,33,United States,Asian or Asian American,Bachelors,Yes,225k+,Tech,Other,4,5,4,3,3,3,Neither easy nor difficult,Better Salary,Male,62a56bc67dc029e2d66e86c0
225,Data Scientist,31,United States,White or Caucasian,PhD,Yes,225k+,Tech,R,5,6,5,5,6,6,Difficult,Other (Please Specify):In office work,Male,62a477f0b4da29969c64892f
